OrganizationFormalName,ActivityStartDate,ProjectName,MonitoringLocationName,Latitude,Logitude,ResultIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnit,AnalyticalMethod
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326669,Lead,0.00055,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326679,"Hardness, carbonate",72.80000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res Parking Lot,47.5215,-121.843,STORET-965321673,Zinc,643.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326928,Calcium,3.53000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326664,Cadmium,0.00008,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/19/2022,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-972855238,Tin,0.00030,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res A6,47.52230523,-121.8395362,STORET-965321432,Magnesium,8250.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326707,Chromium,0.00008,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Cee Cee Ah Creek,48.38560286,-117.2618846,STORET-958326892,Calcium,5.58000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,Skookum Creek,48.31669842,-117.2365251,STORET-958326784,Calcium,20.70000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res B7x,47.52191808,-121.8371192,STORET-965321453,Zinc,1.33000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/22/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326699,Iron,0.05630,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321369,Arsenic,0.35200,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res CB1,47.5199,-121.849,STORET-965321589,Arsenic,5.18000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/19/2022,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-972855234,Copper,0.01000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326929,"Hardness, carbonate",12.60000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Cee Cee Ah Creek,48.38560286,-117.2618846,STORET-958326810,Magnesium,1.59000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Browns Creek,48.40501913,-117.2571743,STORET-958326821,"Hardness, carbonate",9.38000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,East Branch LeClerc Creek,48.53391907,-117.2809081,STORET-958326797,"Hardness, carbonate",16.30000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/9/2022,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-972853496,Zinc,0.00340,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res Basket,47.5212,-121.842,STORET-965321512,Magnesium,6590.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326721,"Hardness, carbonate",50.50000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),10/12/2022,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-972856829,Copper,0.02000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Winchester Creek,48.27989858,-117.3621616,STORET-958326833,"Hardness, carbonate",11.50000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res C8,47.5170893,-121.8402976,STORET-965321532,Magnesium,1180.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res CB1,47.5199,-121.849,STORET-965321592,Magnesium,9310.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/15/2022,Surface Water - Nutrient Monitoring,SW135,48.810719,-122.627383,STORET-972853841,Copper,0.00490,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res B7x,47.52191808,-121.8371192,STORET-965321452,Magnesium,4920.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/10/2022,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-972853897,Copper,0.02000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res Parking Lot,47.5215,-121.843,STORET-965321671,Lead,0.11900,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res B7x,47.52191808,-121.8371192,STORET-965321472,Magnesium,5770.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Browns Creek,48.40501913,-117.2571743,STORET-958326905,"Hardness, carbonate",17.20000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/22/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326685,Cadmium,0.00002,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,East Branch LeClerc Creek,48.53391907,-117.2809081,STORET-958326882,Magnesium,1.24000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326677,Copper,0.00077,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326709,Iron,0.63700,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/15/2022,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-972853771,Lead,0.40000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/22/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326689,"Hardness, carbonate",15.20000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Browns Creek,48.40501913,-117.2571743,STORET-958326904,Calcium,4.20000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/15/2022,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-972853769,Chromium,0.01000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,Cee Cee Ah Creek,48.38560286,-117.2618846,STORET-958326738,Magnesium,4.14000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,East Branch LeClerc Creek,48.53391907,-117.2809081,STORET-958326725,"Hardness, carbonate",34.20000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res Basket,47.5212,-121.842,STORET-965321491,Lead,0.15500,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326678,Iron,0.05920,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/18/2022,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-972855109,Zinc,0.00690,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/3/2022,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-972853467,Copper,1.60000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326846,Magnesium,0.68900,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/19/2022,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-972855239,Zinc,0.00740,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/15/2022,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-972853768,Copper,0.00260,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),12/13/2022,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-972857312,Zinc,0.00300,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Indian Creek,48.25149259,-117.141942,STORET-958326941,"Hardness, carbonate",39.90000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Winchester Creek,48.27989858,-117.3621616,STORET-958326832,Calcium,3.04000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Winchester Creek,48.27989858,-117.3621616,STORET-958326834,Magnesium,0.97500,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res P1,47.52126147,-121.8426366,STORET-965321629,Arsenic,0.89400,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Winchester Creek,48.27989858,-117.3621616,STORET-958326916,Calcium,4.11000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res P1,47.52126147,-121.8426366,STORET-965321613,Zinc,14.60000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/10/2022,Surface Water - Nutrient Monitoring,SW006,48.71291178,-122.6267389,STORET-972853977,Copper,0.02000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res C8,47.5170893,-121.8402976,STORET-965321530,Copper,2.12000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326711,"Hardness, carbonate",20.30000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,Cee Cee Ah Creek,48.38560286,-117.2618846,STORET-958326736,Calcium,9.42000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),12/13/2022,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-972857299,Copper,0.00130,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/22/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326687,Copper,0.00050,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326705,Arsenic,0.00120,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res B7x,47.52191808,-121.8371192,STORET-965321449,Arsenic,0.77100,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326708,Copper,0.00034,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326845,"Hardness, carbonate",9.29000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326715,Arsenic,0.00176,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326761,"Hardness, carbonate",22.40000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/16/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052856,Chromium,0.00130,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res P1,47.52126147,-121.8426366,STORET-965321633,Zinc,11.90000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,East Branch LeClerc Creek,48.53391907,-117.2809081,STORET-958326880,Calcium,7.90000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A6,47.52230523,-121.8395362,STORET-965321412,Magnesium,4230.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321373,Zinc,6.81000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res P1,47.52126147,-121.8426366,STORET-965321610,Copper,5.15000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res P1,47.52126147,-121.8426366,STORET-965321631,Lead,0.26000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/15/2022,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-972853764,Zinc,0.00860,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/10/2022,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-972853893,Zinc,0.00420,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326676,Chromium,0.00012,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326762,Magnesium,1.79000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res Basket,47.5212,-121.842,STORET-965321510,Copper,2.33000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Skookum Creek,48.31669842,-117.2365251,STORET-958326952,Calcium,20.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res CB1,47.5199,-121.849,STORET-965321570,Copper,7.24000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res CB1,47.5199,-121.849,STORET-965321593,Zinc,157.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/18/2022,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-972855110,"Hardness, Ca, Mg",88.69000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),12/13/2022,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-972857317,Copper,0.00230,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,Winchester Creek,48.27989858,-117.3621616,STORET-958326748,Calcium,5.64000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321371,Lead,0.52000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Skookum Creek,48.31669842,-117.2365251,STORET-958326869,"Hardness, carbonate",45.90000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,East Branch LeClerc Creek,48.53391907,-117.2809081,STORET-958326881,"Hardness, carbonate",24.80000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),10/12/2022,Surface Water - Nutrient Monitoring,SW006,48.71291178,-122.6267389,STORET-972856761,Copper,0.02000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/17/2022,Surface Water - Nutrient Monitoring,SW135,48.810719,-122.627383,STORET-972855040,Copper,0.00230,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/24/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326716,Cadmium,0.00003,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326930,Magnesium,0.90900,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321392,Magnesium,18000.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res P1,47.52126147,-121.8426366,STORET-965321612,Magnesium,2850.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res CB1,47.5199,-121.849,STORET-965321573,Zinc,52.20000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/9/2022,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-972853502,Lead,0.00014,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Winchester Creek,48.27989858,-117.3621616,STORET-958326917,"Hardness, carbonate",15.30000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A6,47.52230523,-121.8395362,STORET-965321409,Arsenic,0.53500,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Indian Creek,48.25149259,-117.141942,STORET-958326856,Calcium,11.40000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res Parking Lot,47.5215,-121.843,STORET-965321672,Magnesium,36800.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/22/2022,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-958326696,Cadmium,0.00003,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/14/2022,Inorganics and Metals Sampling Project,Indian Creek,48.25149259,-117.141942,STORET-958326940,Calcium,9.77000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321370,Copper,3.80000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res Parking Lot,47.5215,-121.843,STORET-965321651,Lead,0.25800,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321372,Magnesium,1350.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/10/2022,Surface Water - Nutrient Monitoring,SW135,48.810719,-122.627383,STORET-972856246,Copper,0.02000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/16/2022,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-958326666,Copper,0.00184,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res C8,47.5170893,-121.8402976,STORET-965321553,Zinc,17.50000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res Parking Lot,47.5215,-121.843,STORET-965321649,Arsenic,1.79000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/10/2022,Inorganics and Metals Sampling Project,Small Creek,48.32723194,-117.3500581,STORET-958326844,Calcium,2.61000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res Basket,47.5212,-121.842,STORET-965321493,Zinc,12.70000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res Parking Lot,47.5215,-121.843,STORET-965321650,Copper,9.88000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/10/2022,Inorganics and Metals Sampling Project,East Branch LeClerc Creek,48.53391907,-117.2809081,STORET-958326724,Calcium,10.60000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),12/5/2022,319,Res A1,47.51589811,-121.8444247,STORET-965321391,Lead,0.11500,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/3/2022,319,Res A6,47.52230523,-121.8395362,STORET-965321413,Zinc,3.55000,ug/L,200.8
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC04SW/BC04SD,47.90078141,-118.1200741,STORET-414885086,Mercury,0.21000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC09SW/BC09SD,47.92324645,-118.0904109,STORET-414885252,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,MW-1,47.93291525,-118.0970642,STORET-414886529,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/16/1998,Midnite Mine SMI Historical,SW-02/SDED-6,47.93726375,-118.0864391,STORET-414873266,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC01SW/BC01SD,47.89578913,-118.1370399,STORET-414884986,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,ED02SW/ED02SD,47.9268958,-118.091984,STORET-414885830,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,PP02SW/PP02SD,47.9337165,-118.0939299,STORET-414886717,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC06SW/BC06SD,47.91040843,-118.1068045,STORET-414885150,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,ED05SW/ED05SD,47.93849218,-118.0860295,STORET-414887922,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,OF01SW/OF01SD,47.94015171,-118.086217,STORET-414886409,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/8/1998,Midnite Mine SMI Historical,EAST SEEP/SDED-05,47.93696821,-118.0896615,STORET-414870022,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,P302SW/P302SD,47.94035953,-118.0933931,STORET-414887200,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/10/1998,Midnite Mine SMI Historical,EAST SEEP/SDED-05,47.93696821,-118.0896615,STORET-414870330,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,ED04SW/ED04SD,47.93566081,-118.0874438,STORET-414885913,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,MW-4,47.93207313,-118.0886767,STORET-414886505,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/13/1998,Midnite Mine SMI Historical,CD SEEP/SDCD-01,47.93329009,-118.0936706,STORET-414876476,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,ED03SW/ED03SD,47.93401467,-118.0880833,STORET-414885869,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,MW-2,47.93303519,-118.093671,STORET-414886571,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/8/1998,Midnite Mine SMI Historical,SDCD-02/SW-12,47.92944033,-118.093124,STORET-414875768,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/8/1998,Midnite Mine SMI Historical,SW-20,47.93404241,-118.0933412,STORET-414876666,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,CD SEEP/SDCD-01,47.93329009,-118.0936706,STORET-414886161,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/15/1998,Midnite Mine SMI Historical,SW-5,47.92323415,-118.0904483,STORET-414873974,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,RL01SW/RL01SD,47.89151022,-118.1407441,STORET-414888047,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,P301SW,47.94241157,-118.0930029,STORET-414887167,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BP02SW/BP02SD,47.93965237,-118.0882018,STORET-414887566,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/10/1998,Midnite Mine SMI Historical,SW-39,47.94157485,-118.0934679,STORET-414877119,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,CD-11,47.92880273,-118.0921984,STORET-414886131,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/11/1998,Midnite Mine SMI Historical,SW-7,47.90096707,-118.1144579,STORET-414878084,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/15/1998,Midnite Mine SMI Historical,SW-7,47.90096707,-118.1144579,STORET-414874804,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,SW-11,47.92864943,-118.0918304,STORET-414875316,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC08SW/BC08SD,47.9196806,-118.0978805,STORET-414885215,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,ES01SP/ES01SD,47.93580181,-118.0875462,STORET-414886259,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/10/1998,Midnite Mine SMI Historical,WDSEEP/SDWD-01/SW10,47.93322975,-118.0973761,STORET-414875230,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,MW-5,47.93517069,-118.0879399,STORET-414886472,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC02SW/BC02SD,47.89683217,-118.1351887,STORET-414885007,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,SW-02/SDED-6,47.93726375,-118.0864391,STORET-414873023,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,RL02SW/RL02SD,47.94192322,-118.1909807,STORET-414888081,Mercury,0.20000,ug/L,7470A
